X,Y,OBJECTID,PARK_CAT,TMK,PARK_TYPE,PARK_NAME,MAIN_DIST,LINK_ID,LEGAL_ACRES,FIRST_BASEBALL,FIRST_SOFTBALL,FIRST_FOOTBALL,FIRST_SOCCER,FIRST_RUGBY,FIRST_BASKETBALL,FIRST_TENNIS,FIRST_VOLLEYBALL,FIRST_TETHERBALL,FIRST_GOLF,FIRST_COMM_GARDEN,FIRST_HIKING,FIRST_JOGGING,FIRST_EXERCIZE_FIELDS,FIRST_SKATING,FIRST_SKATEBOARDING,FIRST_OUTRIGGER_CANOE,FIRST_PICNICING,FIRST_CAMPING_TENT,FIRST_CAMPING_TRAILER,FIRST_CHILD_PLAYGROUND,FIRST_SWIMMING,FIRST_GYMNASTICS,FIRST_INDOOR_REC,FIRST_ART_WORK,FIRST_BLEACHER,FIRST_BUS_STOP,FIRST_COMM_GARDEN_PLOTS,FIRST_CONCESSION,FIRST_DRINKING_WATER,FIRST_EXERCISE_AREA,FIRST_HANDICAP_ACCESS,FIRST_HANDICAP_PARKING_STALLS,FIRST_HISTORIC_SITE,FIRST_LANDSCAPE,FIRST_LIFEGUARD_TOWERS,FIRST_LIGHTS,FIRST_PARKING_STALLS,FIRST_PAY_PHONE,FIRST_PICNIC_TABLES,FIRST_RESTROOM,FIRST_SHADE_TREE,FIRST_SHOWER,LANDWATCONSFUND,STAFFED,PHONE,TOTAL_ACRE,TOTAL_SQFT,TOTAL_ROOMS,MAINT_DIST,NEIGHBORHOOD,COUNCIL,FIRST_CITY,FIRST_NAME,FIRST_ZIP,FIRST_POOL_MANAGER,FIRST_POOL_PHONE,FIRST_POOL_ADDRESS
-157.970699105784036,21.407835934382184,149,1,97068004,2,Manana Neighborhood Park,3,228,4.01999998,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,,,453-7556,4.02,175111,,3,21,8,Pearl City,1550 Kuahaka Street          ,96782   ,,,
-157.996628046295683,21.402195744442245,150,1,94007038,2,Waikele Neighborhood Park,3,378,5,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,,,None    ,5,217800,,3,22,9,Waipio    ,94-930 Lumiauau Street       ,96797   ,,,
-157.954566184728264,21.399532870656067,151,1,98050070,2,Waiau Neighborhood Park,3,299,4.57000017,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,,,None    ,4.57,199069,,3,21,8,Pearl City,98-500 Hookaniki Street      ,96782   ,,,
-157.767269740561346,21.280426293452766,152,1,35054025,1,Kamole Mini Park,1,230,2.1500001,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,,,None    ,2.15,93654,,1,2,4,Honolulu  ,1451 Kamole Street           ,96821   ,,,
-157.745155758324898,21.279099529786393,153,1,36003001,7,Kawaikui Beach Park,1,259,4.0999999,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,T,T,T,T,T,F,,,None     ,4.1,178596,,1,,4,Honolulu ,5475 Kalanianaol,96821    ,,,
-157.832473032121271,21.278145382191116,154,1,26004,14,Kalia Road,1,79,0.1,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None,0.1,4356,,1,,4,Honolulu  ,Kalia Road                   ,96815   ,,,
-157.799455092489524,21.277691093659403,155,1,32036010,1,Puu O Kaimuki Mini Park,1,236,2.30999994,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,,,None     ,2.31,100624,,1,4,4,Honolulu ,951 Koko Head Av,96816    ,,,
-158.026879137839273,21.382374172813261,156,1,94053119,2,Honowai Neighborhood Park,3,184,6.30999994,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,F,F,,,None    ,6.31,274864,,3,22,9,Waipahu   ,94-660 Honowai Street        ,96797   ,,,
-157.943227423879847,21.406240382006615,157,1,98057093,2,Nahele Neighborhood Park,3,296,4,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,,,None    ,4,174240,,3,21,8,Pearl City,98-1801 Nahele Street        ,96701   ,,,
-157.952037009309009,21.403983418554528,158,1,98052002,4,Waiau District Park,3,297,31.43000031,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,F,T,F,F,,Y,453-7555,31.43,1369091,,3,21,8,Pearl City,98-1650 Kaahumanu Street     ,96782   ,,,
-157.935689367921952,21.402092147894052,159,1,98068063,2,Kaahele Neighborhood Park,3,360,4.15999985,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,,,None    ,4.16,181210,,3,21,8,Aiea      ,98-750 Kaahele Street        ,96701   ,,,
-157.948243701691126,21.396402447418318,160,1,98060008,2,Newtown Neighborhood Park,3,285,8.07999992,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,,,None     ,8.08,351965,,3,21,8,Pearl Cit,98-434 Kaahele S,96701    ,,,
-158.011461944195673,21.321683952967565,161,1,91004124,2,Puuloa Neighborhood Park,3,134,4.34000015,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,,,None    ,4.34,189050,,3,23,1,Ewa Beach ,91-1020 Ahona Street         ,96706   ,,,
-158.007580307561113,21.313898554738859,162,1,91001010,3,Ewa Beach Community Park,3,181,13.25,T,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,T,T,F,F,T,T,F,,Y,689-0370,13.25,577170,,3,23,1,Ewa Beach ,91-955 North Road            ,96706   ,,,
-158.001216013649412,21.312624678884784,163,1,91024,14,Ewa Beach Road D,3,343,0.03,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.03,1307,,3,23,1,Ewa Beach ,next to TMK 9-1-024:052 & 053,96706   ,,,
-158.002943247985257,21.312228982450272,164,1,91006,14,Ewa Beach Road B,3,341,0.03,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.03,1307,,3,23,1,Ewa Beach ,next to TMK 9-1-006:033 & 034,96706   ,,,
-158.001009887496139,21.311817038119802,165,1,91024,14,Ewa Beach Road E,3,344,0.03,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.03,1307,,3,,1,Ewa Beach ,next to TMK 9-1-024:018      ,96706   ,,,
-158.002741519836889,21.311423219509265,166,1,91006,14,Ewa Beach Road C,3,342,0.03,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.03,1307,,3,,1,Ewa Beach ,next to TMK 9-1-006:001      ,96706   ,,,
-158.004505458677613,21.311028138662493,167,1,91006,14,Ewa Beach Road A,3,340,0.03,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.03,1307,,3,,1,Ewa Beach ,next to TMK 9-1-006:012      ,96706   ,,,
-157.738244781661308,21.280701551969209,168,1,37025002,14,Kalanianaole Highway,1,223,0.09,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.09,3920,,1,2,4,Honolulu  ,Kalanianaole Highway         ,96821   ,,,
-158.013007694518251,21.460283308675944,169,1,95021002,2,Kipapa Neighborhood Park,3,186,5,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,T,T,F,,,None    ,5,217800,,3,25,9,Mililani  ,95-440 Kuahelani Avenue      ,96789   ,,,
-157.858566608161311,21.311374912361806,170,1,21009027,1,Kamalii Mini Park,2,170,0.68000001,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,T,F,F,F,F,F,F,T,F,,,None    ,0.68,29621,,2,13,6,Honolulu  ,130 South Beretania Street   ,96813   ,,,
-157.996818275944662,21.379710504974781,171,1,93002009,13,Ted Makalena Golf Course,3,168,150.75999451,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,T,T,F,,,671-6480,150.76,6567106,,3,22,9,Waipahu   ,93-059 Waipio Point Access Ro,96797   ,,,
-157.84823840100384,21.284192368552109,172,1,23037001,6,Ala Moana Regional Park,2,36,119.18000031,F,T,F,F,F,F,T,F,F,F,F,F,T,T,F,F,T,T,F,F,T,F,F,T,T,F,T,F,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,,,592-2288,119.18,5191481,,2,,4,Honolulu,1201 Ala Moana,96814,,,
-158.162941956910117,21.396164282695466,173,1,87005005,7,Ulehawa Beach Park,3,196,57.65000153,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,T,T,T,T,,,None     ,57.65,2511234,,3,,,Waianae  ,87-1581 Farringt,96792    ,,,
-157.709643260461633,21.383372311325633,174,1,43003089,14,Mokulua Drive A,4,224,0.08,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None    ,0.08,3485,,4,31,,Kailua    ,Mokulua Drive                ,96734   ,,,
-158.205532737735581,21.459176195287561,175,1,84001001,7,Mauna Lahilahi Beach Park,3,156,8.73999977,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,T,T,T,T,,,None     ,8.74,380714,,3,,,Waianae  ,84-1161 Farringt,96792    ,,,
-158.019134242560881,21.453225460510435,176,1,95022001,2,Mililani Neighborhood Park,3,232,5,F,F,F,T,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,,,None    ,5,217800,,3,25,9,Mililani  ,94-245 Kaloapau Street       ,96789   ,,,
-158.008461551745597,21.450299011831312,177,1,95048049,2,Michael S. Nakamura Neighborhood Park,3,370,7.78999996,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None,7.79,339332,,3,25,9,Mililani  ,95-1200 Hikikaulia Street    ,96789   ,,,
-158.018846219699327,21.445607206092177,178,1,94005038,2,Hokuahiahi Neighborhood Park,3,294,4.01000023,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,,,None    ,4.01,174676,,3,25,9,Mililani  ,94-440 Hokuahiahi Street     ,96789   ,,,
-158.007669086693312,21.440774650108281,179,1,94005045,2,Noholoa Neighborhood Park,3,277,7.26000023,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,T,F,,,None    ,7.26,316246,,3,25,9,Mililani  ,94-444 Noholoa Loop          ,96789   ,,,
-157.963293217303971,21.416247700155989,180,1,97047070,5,Pacific Palisades Entrance Park,3,204,3.91000009,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,,,None     ,3.91,170320,,3,21,8,Pearl Cit,1956 Komo Mai Dr,96782    ,,,
-158.167690079343203,21.578113764306181,181,4,68003039,7,Makaleha Beach Park (undeveloped),4,376,27.71999931,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,None     ,27.72,1207483,,4,,2,Waialua  ,68-539 Farringto,96791    ,,,
-157.90942887898899,21.606996104512366,182,1,54001050,3,Hauula Community Park,4,143,10.39000034,F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,T,T,F,T,F,F,,Y,293-5564 ,10.39,452588,,4,28,2,Hauula   ,54-050 Kamehameh,96717    ,,,
-157.896897082972941,21.598214500871681,183,1,53010030,14,Kaluanui Road,4,356,0.05,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None,0.05,2178,,4,,,Laie      ,Kaluanui Road                ,96762   ,,,
-157.878645137017173,21.331307820805357,184,1,12001051,1,Mokauea Street Mini Park,2,254,0.31999999,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,,,None     ,0.32,13939,,2,15,7,Honolulu ,834 Mokauea Stre,96819    ,,,
-157.857296726513653,21.330389710717448,185,1,18020013,2,Alewa Neighborhood Park,2,26,2.03999996,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,T,F,F,,,None    ,2.04,88862,,2,14,6,Honolulu  ,923 Lolena Street            ,96817   ,,,
-157.858533292468536,21.299372332863253,186,1,21051006,2,Mother Waldron Neighborhood Park,2,46,1.75999999,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,T,F,T,T,F,F,F,F,T,T,T,F,,,None     ,1.76,76666,,2,11,6,Honolulu ,525 Coral Street,96813    ,,,
-157.827033994917315,21.299099137364664,187,1,28013088,1,Wilder Avenue Mini Park,1,251,0.04,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,,,None    ,0.04,1742,,1,7,5,Honolulu  ,2033 Wilder Avenue           ,96822   ,,,
-157.844460160819523,21.298004406584624,188,1,23012021,3,Sheridan Community Park,2,278,1.73000002,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,T,F,F,T,T,F,T,T,F,,Y,522-7041,1.73,75359,,2,11,,Honolulu  ,833 Piikoi Street            ,96814   ,,,
-157.709193230129529,21.296242128391878,189,1,39038001,2,Hahaione Neighborhood Park,1,142,4.09000015,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,T,F,F,T,T,F,,,None    ,4.09,178160,,1,1,4,Honolulu  ,663 Pepeekeo Street          ,96825   ,,,
-157.906460328973509,21.355859682975876,190,1,11063014,15,Ala Puumalu Community Park,2,466,62.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,62.38,2717273,,2,18,7,Honolulu,1575 Ala Puumalu,96818,,,
-157.819271830328432,21.270789652209217,191,1,,10,Honolulu Zoo,1,10,41.95999908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9771-7157,41.96,1827778,,1,5,4,Honolulu,151 Kapahulu Ave,96815,,,
-157.764469659491681,21.400843725011114,192,1,42016001,12,Kawai Nui Model Airplane Field,4,193,10.60000038,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,,,,,,,,,,Kailua   ,1560 Mokapu Sadd,96734    ,,,
-158.018801110728475,21.323398611192896,193,3,91012081,4,Ocean Pointe District Park (future),3,9054,18.51000023,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,,,,,,,,Ewa Beach ,,96706   ,,,
-157.895068663547391,21.594360179326035,194,1,53009044,14,Kaluanui on Kam Hwy A,4,468,0.20999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,,3,23,1,,,,,,
-157.843087465787335,21.465289777509657,195,4,47014018,14,Kaalaea (undeveloped),4,470,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,
-158.019843971449973,21.306758599952435,196,1,91030004,14,Pupu St,3,468,0.0313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,,3,23,1,,,,,,
-157.700013438566145,21.340705715114275,197,1,,14,Ehukai St,4,471,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,4,,,,,,,,
-157.852586866052548,21.310736484659063,198,1,21021025,1,Ceasar and Eleanor Gomes Mini Park,2,465,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-157.89456834333896,21.593770135869697,199,1,53009046,14,Kaluanui on Kam Hwy B,4,469,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-157.756666248962262,21.407053109882668,200,4,,12,Kawai Nui Gateway Park (undeveloped),4,410,4.23000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-158.048872863996166,21.305918520256775,201,3, ,6,Kalaeloa Regional Park (future),3,128,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-158.053451686940434,21.30234914218665,202,1,,12,Barbers Point Campgrounds,3,484,57.84999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-157.699468605985601,21.339888300125786,203,1,,14,Hihimanu St,4,472,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-157.698930401253648,21.339069780473448,204,1,,14,Hinalea St,4,473,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-157.69838394058965,21.338248123373351,205,1,,14,Kaula St,4,474,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-157.697843348694164,21.337432786180624,206,1,,14,Hilu St,4,475,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-157.697300749509452,21.336613841296916,207,1,,14,Manana St,4,476,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-158.007062754502442,21.310397040852333,208,1,,14,Parish Drive,3,320,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-157.990191775214043,21.388789858851172,209,3,94008023,7,Middle Loch Park (future),3,488,18.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-158.083773017309454,21.344753292344503,210,1,92009059,2,Makakilo Neighborhood Park,3,202,4.01000023,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,,,672-3840,4.01,174676,,3,34,9,Ewa Beach ,92-665 Anipeahi Street       ,96707   ,Jorgi Hartford,672-3840,92-665 Anipeahi St
-157.869327443629146,21.342985659945711,211,1,13024002,4,Kalihi Valley District Park,2,106,11.85000038,T,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,T,F,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,,,832-7811,11.85,516186,,2,16,7,Honolulu ,1911 Kamehameha ,96819    ,Aneline Kupau,832-7814,1911 Kamehameha IV Rd
-157.999876189469745,21.387215892141178,212,1,94017003,4,Waipahu District Park,3,86,13.82999992,T,F,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,F,T,F,F,F,F,F,F,T,F,F,F,T,T,T,F,T,T,F,,Y,677-4733,13.83,602435,,3,22,9,Waipahu   ,94-230 Paiwa Street          ,96797   ,Earl Onizawa,671-7911,94-230 Paiwa St
-157.738835235349029,21.394693113570536,213,1,43056009,4,Kailua District Park,4,91,18.64999962,T,F,T,T,F,T,T,T,F,F,F,F,F,F,T,T,F,F,F,F,T,T,T,T,F,T,F,F,F,F,F,T,T,F,F,F,T,T,T,F,T,T,F,,Y,266-7652,18.65,812394,,4,31,3,Kailua    ,21 South Kainalu Drive       ,96734   ,Darla Neves,266-7661,21 S. Kainalu Dr
-157.84302500469164,21.320158365187478,214,1,22017002,4,Booth District Park,2,58,4.55999994,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,T,T,T,T,F,F,F,F,F,F,F,T,F,T,F,T,T,T,F,T,T,F,,,522-7040,4.56,198634,,2,12,6,Honolulu,2331 Kanealii Avenue,96813,Hisae Mahi,483-7853,2331 Kanealii Ave
-157.795924604535941,21.299565229502448,215,1,34006003,4,Palolo Valley District Park,1,72,11.39000034,F,T,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,T,F,T,F,F,F,T,F,T,T,F,T,F,F,T,F,F,T,T,F,,Y,733-7358 ,11.39,496148,,1,6,5,Honolulu,2007 Palolo Aven,96816,Susan Tanaka,733-7362,2007 Palolo Ave
-157.831654161643883,21.29323456627565,216,1,23029002,4,McCully District Park,1,68,1.42999995,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,T,F,F,T,T,F,,Y,973-7269,1.43,62291,,1,8,5,Honolulu,831 Pumehana Street,96826,Ray Nakamoto,973-7268,831 Pumehana St
-157.812157798971072,21.292778180534889,217,1,28029011,3,Kanewai Community Park,1,71,9.34000015,T,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,T,F,F,F,F,F,T,F,F,T,F,F,F,F,T,T,F,T,F,T,,Y,733-7366 ,9.34,406850,,1,5,5,Honolulu,2695 Dole Street,96822,Jeffrey Hirohata,733-7365,2695 Dole St
-157.806007768667939,21.296193192052709,218,1,33052010,2,Kalaepohaku Neighborhood Park,1,80,1.33000004,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,,,None    ,1.33,57935,,1,5,5,Honolulu  ,3034 Gulston Street          ,96816   ,,,
-157.855221161269498,21.449395516994478,219,4,47006010,8,Waihee Valley Nature Park (undeveloped),4,358,149.55000305,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None     ,149.55,6514398,,4,29,2,Kaneohe  ,47-500 Waihee Ro,96744    ,,,
-158.029587512035022,21.364417281896078,220,1,91017060,13,West Loch Golf Course,3,361,187,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,T,F,F,T,T,T,T,T,F,,,676-2210 ,187,8145720,,3,23,1,Ewa Beach,91-1126 Okupe St,96706    ,,,
-158.085987486761127,21.364073021365392,221,1,92019035,3,Makakilo Community Park,3,311,8.5,F,F,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,T,T,F,T,F,F,,Y,672-8465,8.5,370260,,3,34,9,Kapolei,92-1120 Makakilo Drive,96707,,,
-158.105747656220785,21.340872818998324,222,1,91015018,3,Kamokila Community Park,3,310,5.88999987,F,F,F,F,F,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F,F,,Y,682-4161,5.89,256568,,3,34,1,Kapolei,91-015 Farrington Highway,96707,,,
-158.084089719544181,21.357312419209997,223,1,92019023,2,Maukalani Neighborhood Park,3,306,4.4000001,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,,,None    ,4.4,191664,,3,34,9,Ewa Beach ,92-1250 Panana Street        ,96707   ,,,
-158.130128750781779,21.352458364538265,224,1,92003015,7,Kahe Point Beach Park,3,105,4.46999979,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,T,F,T,,,None     ,4.47,194713,,3,,,Ewa Beach,92-301 Farringto,96707    ,,,
-158.057415932512612,21.657434586930229,225,4,59007026,7,Kahawai Beach Support Park (undeveloped),4,190,2.6,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,None,2.6,113256,,4,27,1,Haleiwa   ,,96712   ,,,
-158.00584958990197,21.389050680800072,226,1,94002021,2,Hans L'Orange Neighborhood Park,5,182,6.92999983,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,T,F,F,T,F,F,T,F,F,F,T,T,T,F,T,T,F,,Y,None,6.93,301871,,5,22,9,Waipahu   ,94-1024 Waipahu Street       ,96797   ,,,
