objectid,site_label,site_name,url,legislation,har_link,statute_link,mma_type,mma_designation,location,permitted,prohibited,exceptions_and_permits,penalty,additional_information,st_areashape,st_perimetershape
53,Ka‘ohe Fish Replenishment Area,Kaohe FRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,FRA,Fish Replenishment Area,"Identified on shore to the north by signage south of Ka‘ū Loa Point, and to the south by signage north of ‘Au‘au Point, and bounded by the following coordinates as given in the administrative rule: 19° 18.954’ N, 155° 53.362’ W (Northern Landward); 19° 18.714’ N, 155° 53.296’ W (Southern Landward); 19° 18.947’ N, 155° 53.824’ W (Northern Seaward); 19° 18.706’ N, 155° 53.806’ W (Southern Seaward)","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. Collect aquatic life for aquarium purposes. Possess any aquarium collecting gear, or take or possess any specimen of aquatic life for aquarium purposes, except that aquarium collecting gear or aquatic life collected for aquarium purposes may be possessed while onboard a vessel in active transit through the areas, provided that no collecting gear is in the water during the transit. Boats that are adrift, anchored, or moored are not considered to be in active transit. To engage in fish feeding. To possess a lay net or engage in lay net fishing in violation of the requirements of section 13-60.4-6 regarding lay net registration and use. Additional restrictions apply for certain activities and gear types; visit the website for more details.",N/A,"Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,505980.836710233,3179.16653964196
54,Kaloko - Honokōhau Fish Replenishment Area and Netting Restricted Area,Kaloko-Honokohau FRA / NRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,FRA / NRA,Fish Replenishment Area / Netting Restricted Area,"Identified on shore to the north by the southern boundary of Wāwāloli Zone (a Kona Coast fisheries management area defined in section 13-58-2) at Wawahiwa‘a Point and to the south by Noio Point, and bounded by the following coordinates as given in the administrative rule: 19° 41.442’ N, 156° 02.350’ W (Northern Landward); 19° 40.059’ N, 156° 01.741’ W (Southern Landward); 19° 41.368’ N, 156° 03.031’ W (Northern Seaward); 19° 39.844’ N, 156° 02.169’ W (Southern Seaward)","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. Collect aquatic life for aquarium purposes. Possess any aquarium collecting gear, or take or possess any specimen of aquatic life for aquarium purposes, except that aquarium collecting gear or aquatic life collected for aquarium purposes may be possessed while onboard a vessel in active transit through the areas, provided that no collecting gear is in the water during the transit. Boats that are adrift, anchored, or moored are not considered to be in active transit. To engage in fish feeding. To engage in lay net fishing. Additional restrictions apply for certain activities and gear types; visit the website for more details.","Lay net fishing is allowed in Kaloko-Honokōhau FRA using a locally constructed, handmade lay net of natural fibers, which is registered and used in accordance with other lay net restrictions. ","Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,4117639.11687793,12347.5202279553
42,Red Hill Fisheries Management Area,Red Hill FMA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#kona-coast,HAR 13-58,http://dlnr.hawaii.gov/dar/files/2014/05/ch58.pdf,N/A,FMA,Fisheries Management Area,"The FMA is bounded by two lines extending seaward at right angles from the shore, one line beginning at a sign posted on shore fronting Puu Ohau (""Red Hill""), the other line beginning at a sign posted at Onouli, and by the following coordinates as given in the administrative rule: 19° 30.732' N, 155° 57.417' W (Northern Landward); 19° 29.675' N, 155° 56.912' W (Southern Landward); 19° 30.037' N, 155° 58.907' W (Northern Seaward); 19° 29.170' N, 155° 58.009' W (Southern Seaward). The seaward boundary is at a depth of 100 fathoms (600 feet), and the shoreward boundary follows the mean high water mark. ",To catch fish in the Zones with legal fishing gear for personal consumption.,"To collect any aquarium fish within the Zones. To engage in fish feeding within the Zones, except for ‘ōpelu fishing.","The department may issue permits to engage in activities otherwise prohibited by law or section 13-58-3, for scientific, propagation, or other purposes as provided by law, provided, however: (1) The Board of Land and Natural Resources may revoke any permit for any infraction of the terms and conditions of the permit; and (2) A person whose permit is revoked shall not be eligible to apply for another permit, until the expiration of a specified period from the date of revocation, as provided by law.","Any person violating the provisions of this chapter, or the terms and conditions of any permit issued as provided by this chapter, shall be punished as provided by sections 187A-12.5 and 188-70, Hawaii Revised Statutes, and as may be otherwise provided by law.",,5747917.97745054,10807.919018091
43,West Hawai‘i Regional Fishery Management Area,West Hawaii Regional FMA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,FMA,Regional Fishery Management Area,"The West Hawai‘i Regional Fishery Management Area extends along the west coast of the Island of Hawaii from Ka Lae, Ka‘ū (South Point) to ‘Upolu Point, North Kohala, and from the highwater mark on shore seaward to the limit of the State’s management authority. It includes the Fish Replenishment Areas and Netting Restricted Areas also described in the administrative rule, as well as all other Marine Life Conservation Districts and Fisheries Management Areas along the West Hawai‘i shoreline. ","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To possess more than five yellow tang larger than 4.5 inches total length, or more than five yellow tang smaller than 2 inches total length. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. To possess aquarium collecting gear, or take or possess any specimen of aquatic life for aquarium purposes between sunset and sunrise, without a valid aquarium permit or in violation of its conditions, or while on a vessel that does not conform to registration requirements. To possess or use any net or container underwater to capture or hold aquatic life alive for aquarium purposes, which is not labeled with the commercial marine license number(s) of the person(s) owning, possessing, or using the equipment. Additional restrictions apply for certain activities and gear types; visit the website for more details.","The department may issue West Hawai‘i aquarium permits authorizing persons to engage in aquarium collecting activities and to use fine meshed traps and nets (other than throw nets) to collect those species in the West Hawai‘i regional fishery management area, notwithstanding section 13-75-14, subject to terms and conditions the department deems necessary for the management of the area and its resources. See administrative rule or website for more details and species covered under the permit. ","Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,745962648.673803,435863.472224426
44,South Kona ‘Opelu Management Special Rules,South Kona Opelu Mgmt Special Rules,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#south-kona-milolii,HAR 13-95-18,http://dlnr.hawaii.gov/dar/files/2016/03/ch95.pdf,N/A,Other,Opelu Management Special Rules,The waters off the coast of South Kona between the Ki‘ilae-Kēōkea boundary and the Kapua-Kaulanamauna boundary.,N/A,"To fish for or take opelu with fish or animal bait, except with hook and line.","Notwithstanding the provisions of this chapter, the department may issue the following licenses and permits to exempt persons from the provisions of this chapter: (1) Licenses issued pursuant to sections 187A- 3.5, 188-44, 188-57, or 189-6, HRS; (2) Permits issued pursuant to sections 187A-6, 188-23, 188-37, 188-68, or 190-4, HRS; or (3) As may be otherwise provided by law.","A person violating any section of this chapter may be subject to any applicable criminal or administrative penalties or both. Unless otherwise expressly provided, the remedies or penalties provided by this chapter are cumulative to each other and to the remedies or penalties available under all other laws of this State. Additional information on fines associated with violations can be found in the administrative rules.",,24866036.6753871,103281.793659388
45,Lay Net Fishing Prohibited Area: Maui,LNFPA: Maui,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/gear-restrictions/,HAR 13-75-12.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch75-12.4.pdf,N/A,FMA,Lay Net Fishing Prohibited Area,Within 3 miles of the shoreline around the entire island of Maui,N/A,Use of lay nets,N/A,"Any person violating any subsection of this provision shall be subject to penalty as provided under chapter 187A, HRS. Each violation may constitute a separate offense.",,1317247460.55615,552678.891474551
46,Lay Net Fishing Prohibited Areas: O‘ahu,LNFPA: Oahu,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/gear-restrictions/,HAR 13-75-12.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch75-12.4.pdf,N/A,FMA,Lay Net Fishing Prohibited Area,"The following waters off O‘ahu: Kawaihoa Pt. to Keahi Pt.; Mōkapu Pt. to Wailea Pt.; Kāne‘ohe Bay between the sampan and ship channels.",N/A,Use of lay nets,N/A,"Any person violating any subsection of this provision shall be subject to penalty as provided under chapter 187A, HRS. Each violation may constitute a separate offense.",,309896051.978606,190508.057992684
47,Ho‘okena Fish Replenishment Area,Hookena FRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,FRA,Fish Replenishment Area,"Identified on shore to the north by Loa Point and to the south by Ka‘ū Loa Point, and bounded by the following coordinates as given in the administrative rule: 19° 23.796’ N, 155° 54.685’ W (Northern Landward); 19° 19.458’ N, 155° 53.426’ W (Southern Landward); 19° 23.690’ N, 155° 55.095’ W (Northern Seaward); 19° 19.403’ N, 155° 53.688’ W (Southern Seaward)","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. Collect aquatic life for aquarium purposes. Possess any aquarium collecting gear, or take or possess any specimen of aquatic life for aquarium purposes, except that aquarium collecting gear or aquatic life collected for aquarium purposes may be possessed while onboard a vessel in active transit through the areas, provided that no collecting gear is in the water during the transit. Boats that are adrift, anchored, or moored are not considered to be in active transit. To engage in fish feeding. To possess a lay net or engage in lay net fishing in violation of the requirements of section 13-60.4-6 regarding lay net registration and use. Additional restrictions apply for certain activities and gear types; visit the website for more details.",N/A,"Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,6274212.68405189,23544.3659967338
48,Kailua - Keauhou Fish Replenishment Area,Kailua-Keauhou FRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,FRA,Fish Replenishment Area,"Identified on shore to the north by the southern boundary of Kailua Bay Zone, Kona Coast fisheries management area defined in section 13-58-2, and to the south by the northern boundary of the Keauhou Bay fisheries management area defined in section 13-57-1, and bounded by the following coordinates as given in the administrative rule: 19° 37.903’ N, 155° 59.472’ W (Northern Landward); 19° 33.716’ N, 155° 57.829’W (Southern Landward); 19° 37.089’ N, 156° 01.449’ W (Northern Seaward); 19° 32.801’ N, 156° 00.004’ W (Southern Seaward)","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time.Collect aquatic life for aquarium purposes. Possess any aquarium collecting gear, or take or possess any specimen of aquatic life for aquarium purposes, except that aquarium collecting gear or aquatic life collected for aquarium purposes may be possessed while onboard a vessel in active transit through the areas, provided that no collecting gear is in the water during the transit. Boats that are adrift, anchored, or moored are not considered to be in active transit. To engage in fish feeding. To possess a lay net or engage in lay net fishing in violation of the requirements of section 13-60.4-6 regarding lay net registration and use. Additional restrictions apply for certain activities and gear types; visit the website for more details.",N/A,"Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,30974975.9714885,27537.6277819535
49,Nāpo‘opo‘o - Hōnaunau Fish Replenishment Area,Napoopoo-Honaunau FRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,FRA,Fish Replenishment Area,"Identified on shore to the north by the southern boundary of Kealakekua Bay marine life conservation district (Manini Beach Point) and to the south by the southern boundary of Pu‘uhonua o Hōnaunau (Ki‘ilae), and bounded by the following coordinates as given in the administrative rule: 19° 28.230’ N, 155° 55.370’ W (Northern Landward); 19° 24.559’ N, 155° 54.343’ W (Southern Landward); 19° 28.350’ N, 155° 56.898’ W (Northern Seaward); 19° 24.725’ N, 155° 55.162’ W (Southern Seaward)","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. Collect aquatic life for aquarium purposes. Possess any aquarium collecting gear, or take or possess any specimen of aquatic life for aquarium purposes, except that aquarium collecting gear or aquatic life collected for aquarium purposes may be possessed while onboard a vessel in active transit through the areas, provided that no collecting gear is in the water during the transit. Boats that are adrift, anchored, or moored are not considered to be in active transit. To engage in fish feeding. To possess a lay net or engage in lay net fishing in violation of the requirements of section 13-60.4-6 regarding lay net registration and use. Additional restrictions apply for certain activities and gear types; visit the website for more details.",N/A,"Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,8197027.1368645,24122.5943224739
50,North Kohala Fish Replenishment Area,North Kohala FRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,FRA,Fish Replenishment Area,"Identified on shore to the north by Kamilo Gulch and to the south by the Kawaihae Lighthouse, and bounded by the following coordinates as given in the administrative rule: 20° 04.826’ N, 155° 51.934’ W (Northern Landward); 20° 02.471’ N, 155° 49.988’ W (Southern Landward); 20° 04.378’ N, 155° 53.344’ W (Northern Seaward); 20° 01.654’ N, 155° 51.875’ W (Southern Seaward)","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. Collect aquatic life for aquarium purposes. Possess any aquarium collecting gear, or take or possess any specimen of aquatic life for aquarium purposes, except that aquarium collecting gear or aquatic life collected for aquarium purposes may be possessed while onboard a vessel in active transit through the areas, provided that no collecting gear is in the water during the transit. Boats that are adrift, anchored, or moored are not considered to be in active transit. To engage in fish feeding. To possess a lay net or engage in lay net fishing in violation of the requirements of section 13-60.4-6 regarding lay net registration and use. Additional restrictions apply for certain activities and gear types; visit the website for more details.",N/A,"Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,15049289.3561618,21659.5200883871
55,Puakō - ‘Anaeho‘omalu Fish Replenishment Area and Netting Restricted Area,Puako-Anaehoomalu FRA / NRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,FRA / NRA,Fish Replenishment Area / Netting Restricted Area,"Identified on shore to the north by the southern end of the Puakō Bay and Puakō Reef fisheries management area and to the south by the southern side of ‘Anaeho‘omalu Bay (Kapalaoa), and bounded by the following coordinates as given in the administrative rule: 19° 57.529’ N, 155° 51.553’ W (Northern Landward); 19° 54.641’ N, 155° 53.893’ W (Southern Landward); 19° 59.206’ N, 155° 53.383’ W (Northern Seaward); 19° 57.034’ N, 155° 56.658’ W (Southern Seaward)","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. Collect aquatic life for aquarium purposes. Possess any aquarium collecting gear, or take or possess any specimen of aquatic life for aquarium purposes, except that aquarium collecting gear or aquatic life collected for aquarium purposes may be possessed while onboard a vessel in active transit through the areas, provided that no collecting gear is in the water during the transit. Boats that are adrift, anchored, or moored are not considered to be in active transit. To engage in fish feeding. To engage in lay net fishing. Additional restrictions apply for certain activities and gear types; visit the website for more details.",N/A,"Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,39930468.6324069,33951.6153009576
56,Kikaua Point - Mākole‘ā Netting Restricted Area,Kikaua Pt-Makolea NRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,NRA,Netting Restricted Area,"Identified on shore to the north by Kikaua Point (Kalae o Kikaua) and to the south by Mākole‘ā Point (near Kekaha Kai State Park), and bounded by the following coordinates as given in the administrative rule: 19° 49.130’ N, 156° 00.063’ W (Northern Landward); 19° 46.356’ N, 156° 03.024’ W (Southern Landward); 19° 52.100’ N, 156° 03.566’ W (Northern Seaward); 19° 49.000’ N, 156° 06.164’ W (Southern Seaward)","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. Collect aquatic life for aquarium purposes. Possess any aquarium collecting gear, or take or possess any specimen of aquatic life for aquarium purposes, except that aquarium collecting gear or aquatic life collected for aquarium purposes may be possessed while onboard a vessel in active transit through the areas, provided that no collecting gear is in the water during the transit. Boats that are adrift, anchored, or moored are not considered to be in active transit. To engage in fish feeding. To engage in lay net fishing. Additional restrictions apply for certain activities and gear types; visit the website for more details.",N/A,"Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,59209880.1487738,34394.3096020425
57,Kanonone - Kalīpoa (Ka Lae) Netting Restricted Area,Kanonone-Kalipoa (Ka Lae) NRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,NRA,Netting Restricted Area,"Identified on shore to the north by Kanonone, inclusive of Pōhue Bay, Kahakahakea, and identified to the south by Kalīpoa, Ka‘ū.","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. Collect aquatic life for aquarium purposes. Possess aquarium collecting gear, or take or possess any aquatic life for aquarium purposes, except aboard a vessel in active transit through those areas, provided no collecting gear is in the water during transit. Boats adrift, anchored or moored are not considered to be in transit. To engage in fish feeding. To engage in lay net fishing. Additional restrictions apply for certain activities and gear types; visit the website for more details.",N/A,"Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,4212431.76331369,24394.5440186332
51,Red Hill Fish Replenishment Area,Red Hill FRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,FRA,Fish Replenishment Area,"Identified on shore to the north at Nenue Point and to the south by Keawakāheka Point, and bounded by the following coordinates as given in the administrative rule: 19° 30.823’ N, 155° 57.630’ W (Northern Landward); 19° 29.252’ N, 155° 57.068’ W (Southern Landward); 19° 30.166’ N, 155° 58.953’ W (Northern Seaward); 19° 28.991’ N, 155° 57.536’ W (Southern Seaward)","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. Collect aquatic life for aquarium purposes. Possess any aquarium collecting gear, or take or possess any specimen of aquatic life for aquarium purposes, except that aquarium collecting gear or aquatic life collected for aquarium purposes may be possessed while onboard a vessel in active transit through the areas, provided that no collecting gear is in the water during the transit. Boats that are adrift, anchored, or moored are not considered to be in active transit. To engage in fish feeding. To possess a lay net or engage in lay net fishing in violation of the requirements of section 13-60.4-6 regarding lay net registration and use. Additional restrictions apply for certain activities and gear types; visit the website for more details.",N/A,"Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,7555847.39072088,12130.0680177608
52,Miloli‘i Fish Replenishment Area,Milolii FRA,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/regulated-fishing-areas-on-hawaii/#west-hawaii-regional-fishery-management-area,HAR 13-60.4,http://dlnr.hawaii.gov/dar/files/2014/05/ch60.4.pdf,N/A,FRA,Fish Replenishment Area,"Identified on shore to the north by Makahiki Point and to the south by Kāki‘o Point, and bounded by the following coordinates as given in the administrative rule: 19° 12.179’ N, 155° 54.369’ W (Northern Landward); 19° 08.098’ N, 155° 55.132’ W (Southern Landward); 19° 12.179’ N, 155° 54.599’W (Northern Seaward); 19° 08.160’ N, 155° 55.510’ W (Southern Seaward)","All types of fishing, except as indicated in prohibited activities below.","To take, kill, possess, sell, or offer for sale, any specimen of the following: Hawaiian stingray, broad stingray, pelagic stingray, spotted eagle ray, blacktip reef shark, gray reef shark, whitetip reef shark, tiger shark, whale shark, horned helmet, and Triton’s trumpet. See administrative rule for species list. To engage in SCUBA spearfishing, possess both SCUBA gear and a spear at the same time, or possess SCUBA gear and any specimen of speared aquatic life at the same time. Collect aquatic life for aquarium purposes. Possess any aquarium collecting gear, or take or possess any specimen of aquatic life for aquarium purposes, except that aquarium collecting gear or aquatic life collected for aquarium purposes may be possessed while onboard a vessel in active transit through the areas, provided that no collecting gear is in the water during the transit. Boats that are adrift, anchored, or moored are not considered to be in active transit. To engage in fish feeding. To possess a lay net or engage in lay net fishing in violation of the requirements of section 13-60.4-6 regarding lay net registration and use. Additional restrictions apply for certain activities and gear types; visit the website for more details.",N/A,"Any person violating any provision of this chapter, or any term or condition of any permit issued pursuant to this chapter, shall be subject to the provisions of sections 187A-12.5 and 188-70, Hawaii Revised Statutes, or as may be otherwise provided by law.",Visit the website or administrative rules for lay net registration and use requirements and details on aquarium permitting restrictions.,8192800.51643531,26120.1889880657
